Time slot,DQNAgent,DoubleDQN,DuelingDQN
701,297.0182643,328.1320283,297.222385
702,319.2908984,312.1133559,307.9013751
703,287.7662174,330.5903135,297.152907
704,296.1432448,307.5032075,306.8577617
705,313.9184953,323.2209461,302.2588031
706,307.4124918,318.5683304,269.2846235
707,318.6629764,324.0231088,279.1448186
708,311.3931875,321.7145322,307.9461524
709,311.8079678,318.2962284,296.2326675
710,305.0145345,311.5467731,293.0590851
711,310.2788142,303.9355948,302.1913724
712,293.4576547,313.8780142,271.7761838
713,293.7342893,279.812753,283.4429492
714,282.2953974,315.8722515,290.5806872
715,279.2007828,330.9999031,295.015291
716,300.877179,334.8067898,297.96881
717,297.4235345,312.4584333,278.8905815
718,306.8670892,346.0186539,303.6475741
719,293.7685512,301.1940107,296.4839841
720,301.5584299,291.5451708,288.3578234
721,286.6014947,333.7824347,292.8497923
722,291.1096683,327.0850796,309.7093766
723,308.0978964,323.7501608,303.6880344
724,299.7497455,310.0945799,296.5547863
725,324.8375359,319.2747715,303.5364704
726,280.8716916,334.1881109,294.6244287
727,306.4543229,320.9145319,313.4988816
728,336.1008282,309.2567212,295.1029686
729,278.545241,327.8971661,301.7927455
730,328.7606585,309.519111,287.1235703
731,296.6868095,321.0362017,301.8149479
732,270.9583506,317.4069034,303.7831896
733,287.2689701,304.5181102,293.6554704
734,309.0787388,324.4235521,309.5426263
735,303.4635005,317.403797,307.3286702
736,285.1287823,323.8643599,299.8617309
737,285.1339112,350.9268238,314.6092342
738,263.1720357,333.8845258,301.4550509
739,294.8736582,306.9439689,286.0479966
740,277.8452744,303.6111739,309.166722
741,278.0912545,302.8809917,281.7380026
742,281.3545774,306.915083,320.0385536
743,323.9211886,316.7384472,302.6978623
744,290.0901942,317.7880576,275.1426264
745,287.714452,300.6579996,298.308231
746,312.5420713,335.9897955,297.6124516
747,293.758978,309.8016445,286.6691394
748,268.8312577,330.6368513,304.3833116
749,294.3520518,333.2827348,294.7018164
750,307.718659,322.7995197,298.74329
751,298.1015092,322.8256057,324.7404401
752,302.3663117,341.5382646,317.5314429
753,288.5717206,296.618228,270.4748458
754,299.8411999,325.0792176,305.8917496
755,308.8322689,334.8767602,298.5891366
756,320.2748849,318.9855195,290.794514
757,281.9203158,327.289439,297.1766082
758,280.6398721,330.8868471,327.025112
759,286.7023255,288.1140784,269.5938461
760,291.2999182,317.7201619,309.8622522
761,296.4182508,320.9883477,309.7944346
762,292.8620712,339.7857103,319.1520211
763,311.8671618,302.9487821,294.3857944
764,288.2942927,326.9743475,325.5671705
765,272.9785473,316.2671469,311.4877306
766,272.6333675,304.7031413,303.8149616
767,288.7478499,322.262186,278.2733009
768,308.8839681,323.8876902,315.6332166
769,309.5726522,336.282659,290.631392
770,294.2275732,344.5186089,328.4526848
771,290.5254445,343.8178407,297.2746189
772,291.160561,333.4227391,302.2451531
773,279.3643156,330.5498653,308.7816504
774,286.4971388,325.0622485,309.253891
775,288.0560653,298.8500026,286.5896694
776,281.4286104,316.2786228,295.6834294
777,294.3603401,310.1208613,288.9953092
778,283.1348246,316.492671,301.0048835
779,292.315888,337.2817593,314.2395213
780,304.1512975,320.9561097,303.0096864
781,260.6408727,325.1226298,303.7646597
782,299.0601953,334.8855917,298.827701
783,276.8777418,335.6000943,315.317156
784,303.9688173,311.05623,285.8668112
785,306.5248984,317.0551069,300.9670244
786,305.4674252,320.5348443,303.1566529
787,281.9311332,330.0022956,317.2887304
788,290.4490385,339.5284526,338.2064036
789,295.0260095,340.9498343,320.5910817
790,291.2897663,343.6322141,310.2459127
791,266.6243599,310.3162061,314.6181759
792,295.325164,296.2302918,294.7724882
793,278.5969915,308.9409273,310.3690487
794,304.0195602,329.9117767,328.1792128
795,277.2152607,334.2988791,318.30022
796,283.9281444,362.3091484,312.7931899
797,294.5471234,315.4109912,308.4944952
798,288.6016108,334.4490738,299.6705094
799,287.8382183,327.0309718,295.4291461
800,282.3158232,326.8733657,305.3005404
801,280.2296098,329.3468063,314.599196
802,285.3187163,329.0518853,298.1937408
803,304.7545765,325.9501714,288.0020713
804,313.7604343,312.398959,296.2464829
805,273.2585586,334.1092956,328.0435141
806,296.5594299,326.1230218,316.8885659
807,295.8487193,339.4433939,309.5000988
808,283.8553436,296.1134554,281.5094904
809,289.6370099,333.3321444,297.5524656
810,287.0617396,311.91529,283.5702534
811,280.0774811,325.932644,311.6322028
812,291.0762404,345.131256,308.1296201
813,298.4788651,320.1433679,308.924102
814,283.0408836,330.1463842,309.4961596
815,295.4645894,327.2834441,329.3549182
816,266.1925847,339.7960782,329.9857231
817,298.72812,344.2877214,292.8239714
818,286.5117245,305.9216446,301.9655532
819,287.1559613,318.8294801,293.4060055
820,273.1089269,308.8203593,298.5571922
821,272.50598,335.8056554,317.1566185
822,282.916236,324.8773964,310.0913848
823,292.9375763,334.8392052,294.1466884
824,271.5724627,339.5207381,320.4327849
825,287.608628,321.3092798,304.7545676
826,281.5704888,335.5025517,307.484239
827,277.3104903,319.491035,294.5906452
828,309.9557033,336.6288385,324.068407
829,301.419626,341.5957732,321.9662293
830,265.5572775,337.2193875,326.5884854
831,275.1878409,368.342173,322.9225312
832,302.0290789,317.5352415,298.8183704
833,294.2198696,334.8293366,313.615757
834,271.6786076,312.0168461,296.0957076
835,295.2116551,338.6304475,305.5288896
836,303.8302232,331.2287013,322.7362061
837,269.5370829,336.9120999,296.643792
838,285.8375662,310.9650368,291.1858078
839,310.2034286,338.6049484,326.103738
840,265.7151118,323.7876091,303.4453459
841,292.7444803,323.1586308,315.4036136
842,303.4554119,345.0555652,339.6272028
843,289.929821,335.626788,330.1275841
844,290.4918465,335.7612158,323.3010392
845,289.7588008,321.2320809,290.6506664
846,306.5674846,339.5093033,301.1427474
847,303.1013337,312.5997545,293.6799339
848,281.8509426,317.1759828,298.779199
849,287.9865213,334.2388304,293.7994137
850,269.6935762,346.2497182,335.0500362
851,291.2608912,330.8214582,308.9666957
852,281.3420352,312.9657267,314.1772512
853,299.152726,318.5397314,319.724145
854,303.6363231,332.9931517,325.0315269
855,281.3015502,352.2104475,336.6093822
856,290.8393625,330.1937608,324.1430524
857,294.8292251,318.50473,311.8648837
858,294.1763054,314.7406702,316.3298135
859,284.7358285,329.2898029,295.2812894
860,283.4188112,328.1082827,332.197488
861,285.2691312,331.1212357,329.2154252
862,260.943221,342.6802888,324.8634395
863,281.1395997,347.1759704,333.1458236
864,284.3568336,315.8452756,306.2854423
865,284.619811,326.1738584,325.9179518
866,287.2173988,345.2579065,336.5413776
867,307.830816,314.0569116,305.8149936
868,293.7625829,321.6648437,293.993233
869,302.4228688,342.7084291,353.0124075
870,284.0056009,334.655751,316.920486
871,288.3344331,328.7094416,313.0825355
872,279.932744,340.5376338,332.9954993
873,305.019811,335.0057507,322.0424791
874,309.1175845,345.5441433,346.7614653
875,298.492701,323.4156262,327.9537629
876,281.5571489,317.9173487,316.307098
877,302.5289757,325.8150535,297.4882464
878,274.2624089,334.6974223,326.2233969
879,307.7931037,318.7751063,323.9545931
880,284.5139221,345.6187579,338.4400339
881,280.1165239,340.42518,312.8729672
882,297.7930922,333.8546902,325.2921686
883,300.4359601,324.309118,306.0779146
884,287.8830677,327.5112357,322.6673503
885,289.3745191,318.4802721,323.6706136
886,282.8624621,338.8077207,303.9595464
887,300.7151241,331.3891695,327.0131732
888,283.9348621,337.2068193,319.6500265
889,293.9432052,320.3895586,297.4132978
890,273.5428047,317.0428849,311.2515459
891,288.4789534,325.1818229,297.8598671
892,276.5011621,328.8756731,315.5674689
893,306.4281902,324.5260373,307.1549543
894,313.1883299,338.7020519,307.2106057
895,294.9441692,326.1482084,319.4697996
896,302.3003644,331.4438706,326.2370858
897,292.3475772,328.7755885,320.3053047
898,302.7705801,325.5256627,321.8181961
899,298.2858765,333.9643295,338.4412489
900,292.72792,339.7947422,340.2730264
901,292.7102064,345.8065117,335.9823091
902,298.0760046,325.6867771,331.0894494
903,286.8782608,326.8047557,307.108908
904,310.7779051,325.9703397,340.9357989
905,303.9105379,321.5593389,325.9340683
906,270.7398664,346.4561427,343.5492463
907,284.5697045,324.2139761,314.7309878
908,264.0965248,316.57063,319.3359191
909,307.6666939,364.4332288,349.7183203
910,297.8460684,343.770089,316.5139816
911,293.145598,335.1394183,334.9538877
912,294.361771,336.4821379,337.294489
913,281.6602687,321.0888822,308.5602607
914,299.8323494,335.1159588,323.1250025
915,271.490906,323.229758,316.0108154
916,277.8900152,332.4374189,326.7067502
917,307.3202769,306.4302057,315.9810109
918,302.9754322,329.2837086,323.4649689
919,290.2956082,313.9783656,313.0809364
920,309.8148871,341.3050618,337.4099043
921,314.5472536,338.1905476,332.3828308
922,318.3273191,339.4405179,334.4636056
923,298.8219361,346.3061382,328.7655139
924,319.1474888,336.193128,337.6330166
925,306.426616,331.8248759,331.9957684
926,297.6019715,342.3598541,316.8086334
927,320.2658811,324.4054049,321.2845177
928,299.7351874,339.8880948,326.982538
929,300.0507395,337.9165588,340.5817473
930,285.037346,319.2046608,297.6854398
931,279.421709,343.0824319,336.3380394
932,325.5796864,344.1115772,339.2460724
933,304.7928077,330.3354823,319.8872221
934,304.9544931,307.6049517,309.8555359
935,290.6591538,320.5421708,307.76756
936,324.3328462,336.4299089,344.2774144
937,280.0405858,344.6690013,337.352366
938,273.9242344,334.0915887,336.725946
939,276.7427521,317.6939291,315.6666878
940,279.4159248,318.3948032,310.3237978
941,311.6943898,343.8911857,348.0984278
942,299.1459154,315.3719045,313.7371819
943,289.3426783,340.5345818,335.0553928
944,327.0089766,341.5633394,335.3469989
945,291.3381347,334.9836983,324.9400005
946,287.8737182,337.4324928,332.1179537
947,276.0340346,336.4330902,344.2184758
948,299.7258688,335.2807926,333.7385713
949,285.3974705,335.4387609,345.9325782
950,326.4835638,321.393152,334.7882433
951,308.8406008,350.002647,338.9132473
952,327.3976954,346.0286148,342.5592832
953,285.4515362,351.650778,337.6066019
954,312.4409715,344.6428609,357.7932054
955,324.8263233,318.3853502,318.8944529
956,320.4937641,329.4317178,327.4673839
957,293.4376328,316.757975,310.8744316
958,271.8874484,301.4021761,297.6930072
959,311.2493458,339.8528395,346.2986453
960,310.1577032,338.4998761,322.6871913
961,303.8212766,331.0887529,315.4851792
962,300.762416,332.3166981,328.3836496
963,275.560725,352.1071189,339.8048994
964,318.176348,333.1378943,331.572303
965,317.1946717,301.4257714,299.1405717
966,279.1799738,313.9380309,310.4941607
967,318.7095952,312.7143071,324.8039377
968,309.0647485,328.1919582,320.6609946
969,280.6880238,346.461585,350.0661818
970,295.546082,341.6837852,341.7572964
971,289.1202721,336.2816822,339.4729068
972,300.1587269,325.1789187,315.2342188
973,,328.3206675,320.7535957
974,,313.9073044,310.8842574
975,,331.2030018,317.6691385
976,,318.758133,307.9479365
977,,337.547267,340.4432374
978,,351.7349319,319.5466403
979,,325.199349,332.5758577
980,,326.2231871,331.8664016
981,,336.9619493,320.6547798
982,,337.5460927,349.8528357
983,,342.1676672,355.3860129
984,,317.1825159,315.7233696
985,,323.9975756,310.6856893
986,,331.7291664,320.6478966
987,,339.5361501,336.2810505
988,,342.3815848,350.4699128
989,,321.7778593,312.7950499
990,,316.9827807,326.7296235
991,,341.3395911,334.9386598
992,,347.7768546,323.0709338
993,,329.8155115,327.9493345
994,,328.5979177,338.2106983
995,,344.4357652,352.198585
996,,328.2324028,331.609137
997,,320.8036301,307.8012179
998,,328.9070653,314.4202831
999,,321.8930742,313.2034629
